DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_CRITEO_PROSPECTING,AD_COST_USD_CRITEO_REMARKETING,AD_COST_USD_EMAIL,AD_COST_USD_FACEBOOK_ASC,AD_COST_USD_FACEBOOK_PROSP,AD_COST_USD_FACEBOOK_REMARKETING,AD_COST_USD_FACEBOOK_RETENTION,AD_COST_USD_GOOGLE_REMARKETING,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_PMAX,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_CRITEO_PROSPECTING,AD_IMPRESSIONS_CRITEO_REMARKETING,EMAIL_OPEN,AD_IMPRESSIONS_FACEBOOK_ASC,AD_IMPRESSIONS_FACEBOOK_PROSP,AD_CLICKS_FACEBOOK_REMARKETING,AD_CLICKS_FACEBOOK_RETENTION,AD_CLICKS_GOOGLE_REMARKETING,AD_CLICKS_SEARCH_BRAND,AD_IMPRESSIONS_SEARCH_NON_BRAND,AD_IMPRESSIONS_SEARCH_PMAX,AD_IMPRESSIONS_SEARCH_SHOPPING,SESSIONS_ORGANIC
2023-12-23,US,46715,384,2122,382,0,0,0,0,0,0,3144,13732,10360,9424,75641,350822,13179,0,0,0,0,0,556,89102,669642,536708,922
2023-12-24,US,28442,178,2140,898,0,0,0,0,0,0,1738,10938,6256,6936,38287,325154,8377,0,0,0,0,0,344,85144,418926,494902,380
2023-12-25,US,19329,221,2178,164,0,0,0,0,0,0,2826,8682,7114,7654,43556,339218,7057,0,0,0,0,0,402,81090,409136,518234,362
2023-06-28,US,404667,0,0,2018,0,0,0,0,0,0,0,0,0,1994,0,0,216201,0,0,0,0,0,0,0,0,24230,6630
2023-06-29,US,414077,0,0,1628,0,0,0,0,0,0,0,0,0,1876,0,0,226011,0,0,0,0,0,0,0,0,25186,6480
2023-06-30,US,302819,0,0,1138,0,0,0,0,0,0,313,4254,0,5486,0,0,215803,0,0,0,0,0,96,87172,0,173488,5564
2023-07-01,US,54926,0,0,456,0,688,0,0,0,0,1978,12306,0,12764,0,0,46431,0,57338,0,0,0,600,269488,0,478734,2562
2023-07-02,US,44125,0,0,362,0,0,0,0,0,0,2672,15724,0,14202,0,0,31837,0,0,0,0,0,654,284262,0,565008,2622
2023-07-03,US,255473,169,932,660,0,290,0,0,0,0,7678,25064,0,19208,58091,301116,192026,0,26373,0,0,0,1288,594548,0,764206,3662
2023-07-04,US,64100,458,490,870,0,0,0,0,0,0,3072,18622,0,13912,148110,150077,196795,0,0,0,0,0,664,293364,0,652582,2766
2023-07-05,US,370377,626,1304,1524,0,278,0,0,0,0,10142,39886,0,26924,309112,459726,238150,0,29775,0,0,0,1494,867366,0,955948,4438
2023-07-06,US,410343,468,988,1772,0,552,0,0,0,0,10784,41654,0,47618,220476,393186,224108,0,53226,0,0,0,1622,1058652,0,1425330,4742
2023-07-07,US,390849,624,1296,1402,0,540,0,0,0,0,9802,41844,0,45350,254498,467248,216027,0,50804,0,0,0,1522,1081266,0,1380250,4260
2023-07-08,US,83576,1096,2392,456,0,267,0,0,0,0,3182,24328,0,33778,373694,648748,45847,0,25989,0,0,0,742,566576,0,1477262,2624
2023-07-09,US,67383,1882,3686,362,0,299,0,0,0,0,1960,26560,0,33568,591786,854936,33793,0,27348,0,0,0,602,530452,0,1372386,2920
2023-07-10,US,481938,1168,4822,1320,0,290,0,0,0,0,12560,49984,0,46460,357640,1168872,212357,0,25594,0,0,0,1774,1059058,0,1503218,5226
2023-07-11,US,551453,2034,4528,2156,0,570,0,0,0,0,15120,56448,0,36522,533206,1154432,215055,0,51522,0,0,0,1984,980888,0,1315250,5376
2023-07-12,US,538556,817,1624,1524,0,275,0,0,0,0,12846,54022,0,57624,206273,429268,217517,0,25994,0,0,0,1852,1038718,0,1692774,5326
2023-07-13,US,565868,857,3496,1772,0,276,0,0,0,0,12690,48556,0,66128,223690,986980,220716,0,28176,0,0,0,1950,1036774,0,2027014,5004
2023-07-14,US,470795,1478,1529,1402,0,0,0,0,0,0,11686,43964,0,49430,401620,397596,215081,0,0,0,0,0,1754,869520,0,1566258,4286
2023-07-15,US,82576,513,0,456,0,532,0,0,0,0,3800,26516,0,30390,137027,0,49851,0,55798,0,0,0,784,400272,0,1153070,2820
2023-07-16,US,66365,1312,2730,362,0,299,0,0,0,0,2416,23750,0,29700,374356,615224,36623,0,34185,0,0,0,746,451504,0,1160150,2954
2023-07-17,US,514596,1660,3480,1320,0,291,0,0,0,0,11514,43380,0,55068,467096,806356,206671,0,32899,0,0,0,1780,834222,0,1735334,5258
2023-07-18,US,575508,1684,3432,2156,0,0,0,0,0,0,8910,38314,0,60782,633020,924290,214207,0,0,0,0,0,1850,599154,0,1788244,5588
2023-07-19,US,589465,1966,4204,1524,0,0,0,0,0,0,14814,52776,0,61588,663624,999044,218531,0,0,0,0,0,2090,838974,0,1722078,5486
2023-07-20,US,585587,1700,3370,1772,0,277,0,0,0,0,12570,52320,0,55402,489980,838242,218609,0,26663,0,0,0,1888,996588,0,1655302,5190
2023-07-21,US,457557,1396,3156,1402,0,0,0,0,0,0,11874,45382,0,41362,420826,734870,213906,0,0,0,0,0,1694,958422,0,1369290,4314
2023-07-22,US,94859,958,1840,228,0,264,0,0,0,0,3214,24844,0,24218,232346,299622,45010,0,26501,0,0,0,836,567028,0,949562,2714
2023-07-23,US,72384,665,1446,362,0,0,0,0,0,0,2710,34404,0,29280,165932,211713,33186,0,0,0,0,0,742,625996,0,987254,2742
2023-07-24,US,495311,1822,3736,1320,0,0,0,0,0,0,12972,60600,0,41304,457570,724280,204072,0,0,0,0,0,1880,1213364,0,1352194,5012
2023-07-25,US,601554,1774,3948,2156,0,0,0,0,0,0,13910,79980,276,48582,493486,928172,218761,0,0,0,0,0,2082,1106918,27108,1449524,5298
2023-07-26,US,585886,1842,3738,1524,0,277,0,0,0,0,13010,80018,137,41400,514580,844416,219636,0,27982,0,0,0,2062,1012854,7615,1263202,5034
2023-07-27,US,574135,1666,3380,1772,0,0,0,0,0,0,11690,75584,0,42720,458772,738060,225575,0,0,0,0,0,1906,1193050,0,1451224,4840
2023-07-28,US,493466,1368,2924,1402,0,270,0,0,0,0,9180,58460,4502,33308,362668,579158,208542,0,25496,0,0,0,1532,1123314,164806,1938778,4122
2023-07-29,US,109297,1078,2198,456,0,263,0,0,0,0,3038,39562,4612,26434,262716,378548,48985,0,22964,0,0,0,862,593500,180670,1706608,2538
2023-07-30,US,83509,1300,2878,362,0,299,0,0,0,0,2142,41922,6812,27736,318204,442688,34302,0,26057,0,0,0,742,572262,255026,1887094,2642
2023-07-31,US,525746,1852,3588,1320,0,582,0,0,0,0,10180,61802,12930,57054,486506,767778,209975,0,58512,0,0,0,1834,1115328,387314,4071990,4852
2023-08-01,US,613683,1790,3428,1374,0,566,0,0,0,0,10762,69822,10610,57694,531460,852428,214942,0,56592,0,0,0,1900,1091916,332024,4162346,5176
2023-08-02,US,595562,1490,3498,1294,0,279,0,0,0,0,13326,75994,4964,58608,460938,874464,218097,0,26833,0,0,0,2140,1128500,150622,4253792,5322
2023-08-03,US,561495,1486,3408,1830,0,275,0,0,0,0,12456,74708,8904,61326,457050,866740,216987,0,26245,0,0,0,1906,1022938,315836,3695994,5470
2023-08-04,US,542154,1402,3080,1522,0,271,0,0,0,0,10834,63304,6216,52526,419986,707252,215067,0,27515,0,0,0,1552,976436,246038,3152316,4528
2023-08-05,US,102724,514,2306,452,0,526,0,0,0,0,3014,38908,4442,34176,142057,452194,48723,0,51758,0,0,0,718,708708,201626,1816394,2812
2023-08-06,US,88360,0,2806,394,0,278,0,0,0,0,2722,46186,4628,36652,0,598386,36243,0,26084,0,0,0,754,757568,201842,1834030,2794
2023-08-07,US,591036,0,3378,1212,0,0,0,0,0,0,10866,66644,6426,53706,0,892710,206646,0,0,0,0,0,1912,1227670,248796,2843090,5616
2023-08-08,US,640410,786,2510,1374,0,0,0,0,0,0,12596,68534,7496,64950,251764,746472,221097,0,0,0,0,0,1998,1098038,262600,2995362,6080
2023-08-09,US,627860,788,3756,1294,0,0,0,0,0,0,11930,69514,8072,68268,260112,1010126,219251,0,0,0,0,0,1956,985340,309846,3531316,6106
2023-08-10,US,594189,787,3592,1830,0,283,0,0,0,0,12726,66828,8192,72604,246758,803738,219153,0,17677,0,0,0,2142,1103108,310408,3732596,5684
2023-08-11,US,483403,0,3058,1522,0,0,0,0,0,0,8986,58650,9374,76482,0,626452,217115,0,0,0,0,0,1526,1290164,352264,3572338,4664
2023-08-12,US,96297,0,2358,452,0,0,0,0,0,0,3702,36604,8062,47742,0,357910,48281,0,0,0,0,0,838,989894,347372,2626186,2766
2023-08-13,US,67356,0,2912,394,0,298,0,0,0,0,2586,36500,7260,49734,0,486826,35436,0,18658,0,0,0,810,780862,351752,2901980,3052
2023-08-14,US,561770,839,3878,1212,0,291,0,0,0,0,14994,61416,11060,82890,246791,798616,211031,0,22353,0,0,0,2176,1292412,402796,4465474,5292
2023-08-15,US,646156,0,2956,1374,0,0,0,0,0,0,16138,67452,11980,103288,0,784894,222461,0,0,0,0,0,2380,1358952,418052,6798994,5568
2023-08-16,US,664838,0,3592,1294,0,0,0,0,0,0,16520,58720,7888,93094,0,790094,223437,0,0,0,0,0,2312,1183778,315616,6489850,5818
2023-08-17,US,642834,802,3468,1830,0,0,0,0,0,0,15798,49834,8880,73362,245485,707366,204411,0,0,0,0,0,2318,1140802,327446,4710508,5904
2023-08-18,US,554475,0,2846,1522,0,269,0,0,0,0,11514,35928,7866,61222,0,631780,220165,0,18535,0,0,0,1672,556886,276802,2888674,5380
2023-08-19,US,90778,0,2524,226,0,263,0,0,0,0,2222,21340,6140,42718,0,368304,47472,0,18090,0,0,0,746,316552,307796,2519198,3042
2023-08-20,US,66138,1264,2884,394,0,0,0,0,0,0,2550,24294,6812,39262,362468,450064,35043,0,0,0,0,0,722,503140,343364,1999332,3228
2023-08-21,US,613774,1692,3770,1212,0,290,0,0,0,0,14194,41320,11208,65082,520858,776384,211140,0,19954,0,0,0,1912,797534,441544,2397508,5972
2023-08-22,US,618485,1626,3504,1374,0,311,0,0,0,0,14476,35796,11492,65582,509916,742194,222984,0,23802,0,0,0,2150,637040,456406,3205152,6294
2023-08-23,US,630378,1474,3118,1294,0,254,0,0,0,0,16430,35592,12302,76802,449320,536256,209810,0,18445,0,0,0,2260,927312,495338,2868876,6224
2023-08-24,US,611350,1520,3332,1830,0,0,0,0,0,0,15480,31284,11480,66482,456638,613544,224174,0,0,0,0,0,2454,850536,505872,2896858,6054
2023-08-25,US,423736,1428,3188,1522,0,0,0,0,0,0,12300,25466,10160,53960,429188,543264,217723,0,0,0,0,0,2000,718222,498726,2825288,4712
2023-08-26,US,99256,487,2150,452,0,240,0,0,0,0,3110,16280,7664,36328,133430,255270,45971,0,21982,0,0,0,950,304512,423688,2317126,2686
2023-08-27,US,75082,1280,2810,394,0,0,0,0,0,0,2866,15736,7514,34742,346524,278608,34589,0,0,0,0,0,762,317782,431506,2259680,3300
2023-08-28,US,568925,1728,4180,1212,0,259,0,0,0,0,17166,27874,11316,50532,490852,641706,212358,0,21991,0,0,0,2336,726212,496530,2851880,6116
2023-08-29,US,625311,1670,3210,1374,0,255,0,0,0,0,19594,23964,11924,57794,493660,633062,231609,0,21636,0,0,0,2568,676208,469272,2858754,6634
2023-08-30,US,620316,1388,3112,1294,0,0,0,0,0,0,18770,23880,8498,44730,403914,643494,225557,0,0,0,0,0,2460,790942,410914,2391494,6352
2023-08-31,US,605369,639,1033,1830,0,0,0,0,0,0,14646,23782,9750,50618,174149,177557,218973,0,0,0,0,0,2146,689516,494014,2578666,6168
2023-09-01,US,476358,1990,4696,1516,0,0,0,0,0,0,9972,22228,7682,36264,543810,1051546,216776,0,0,0,0,0,1560,593964,373070,2401648,4748
2023-09-02,US,90827,1770,3352,458,0,0,0,0,0,0,2506,16802,6316,26014,427296,534906,46678,0,0,0,0,0,660,509568,382476,2000434,2692
2023-09-03,US,75270,2788,5416,372,0,0,0,0,0,0,2380,18528,7244,27636,650890,900376,31438,0,0,0,0,0,740,429280,378524,1914030,3070
2023-09-04,US,116443,3672,7684,2036,0,514,0,0,0,0,5252,22176,7498,30312,835642,1323626,192260,0,60330,0,0,0,984,585508,414154,2212326,3804
2023-09-05,US,601189,3858,7932,1682,0,0,0,0,0,0,16772,40342,12912,56994,1059658,1615998,234545,0,0,0,0,0,1952,1020472,477500,2798250,5978
2023-09-06,US,550494,2524,4814,1412,0,0,0,0,0,0,15950,47876,15878,62254,683326,1089480,229805,0,0,0,0,0,2012,1006268,567262,2800408,5886
2023-09-07,US,615264,2432,4720,1750,0,492,0,0,0,0,15522,43820,13692,46026,679506,861660,225159,0,47378,0,0,0,1924,953544,953780,1801798,6040
2023-09-08,US,509132,2316,4432,1516,0,240,0,0,0,0,11932,37880,9486,39018,628770,818826,225427,0,23615,0,0,0,1636,928872,775602,1536680,5384
2023-02-03,US,565188,1152,2868,1404,0,270,0,0,0,0,15988,34798,0,46342,419718,777652,209438,0,35864,0,0,0,2132,795894,0,1888690,6404
2023-02-04,US,122084,389,1850,350,0,544,0,0,0,0,4068,22322,0,33348,118235,451684,41014,0,73574,0,0,0,1120,383758,0,1739132,4030
2023-02-05,US,75720,487,1014,252,0,299,0,0,0,0,3438,23200,0,31528,157990,249381,26960,0,37839,0,0,0,808,358168,0,1766066,4190
2023-02-06,US,542301,1972,4404,2250,0,285,0,0,0,0,16116,36416,0,57866,695884,1025798,191944,0,36775,0,0,0,2266,875630,0,2423292,7472
2023-02-07,US,591521,1488,3188,1380,0,279,0,0,0,0,18190,33460,0,82634,426068,743834,212167,0,34294,0,0,0,2558,888218,0,2711592,7456
2023-02-08,US,557151,1238,3358,1890,0,548,0,0,0,0,16146,34370,0,142592,334168,761742,211134,0,66582,0,0,0,2452,879032,0,3746332,7602
2023-02-09,US,657978,1288,3060,1678,0,0,0,0,0,0,13506,35190,0,99028,377062,724802,225462,0,0,0,0,0,2208,948728,0,3127690,7550
2023-02-10,US,537699,1834,3648,1404,0,0,0,0,0,0,12826,29042,0,68006,523342,803016,212557,0,0,0,0,0,1948,793268,0,2631566,6436
2023-02-11,US,115581,0,1147,350,0,276,0,0,0,0,3362,15788,0,42694,0,249062,41616,0,29317,0,0,0,920,393200,0,2128842,3848
2023-02-12,US,97947,0,2842,252,0,604,0,0,0,0,2370,14276,0,34674,0,572982,28864,0,64246,0,0,0,816,389336,0,1768778,3884
2023-02-13,US,523982,2574,5118,2250,0,572,0,0,0,0,11852,33468,0,72048,745010,1066296,196436,0,65466,0,0,0,2252,840940,0,2375746,6702
2023-02-14,US,633293,967,3744,1380,0,560,0,0,0,0,14394,39388,0,70476,280832,823360,206749,0,63926,0,0,0,2342,814342,0,2402942,7098
2023-02-15,US,645592,1152,4144,1890,0,272,0,0,0,0,16484,40902,0,86288,343782,891466,204816,0,30382,0,0,0,3304,853180,0,2488800,7494
2023-02-16,US,620521,2544,4458,1678,0,544,0,0,0,0,17334,38322,0,72512,682598,994476,222980,0,59364,0,0,0,2636,811104,0,2387564,7626
2023-02-17,US,562017,2254,1998,1404,0,274,0,0,0,0,13926,33740,0,78854,582912,442374,220718,0,31611,0,0,0,2298,755204,0,2631194,6540
2023-02-18,US,134642,1424,2406,350,0,275,0,0,0,0,3320,21478,0,45574,353736,520734,43123,0,30179,0,0,0,1108,570036,0,2267444,4378
2023-02-19,US,108554,972,3264,252,0,302,0,0,0,0,2664,19774,0,42478,261804,662138,29105,0,34160,0,0,0,810,630276,0,2229916,4134
2023-02-20,US,511537,3014,5362,2250,0,0,0,0,0,0,13664,42258,0,101584,793404,1056690,197997,0,0,0,0,0,2702,707142,0,3610684,6638
2023-02-21,US,615360,3126,5746,1380,0,279,0,0,0,0,15816,45684,0,74678,861114,1181560,223307,0,35610,0,0,0,2554,789980,0,2505002,7502
2023-02-22,US,655676,2452,4324,1890,0,546,0,0,0,0,15984,46580,0,80468,686634,925382,222429,0,65966,0,0,0,2558,795056,0,2576630,7654
2023-02-23,US,618315,2192,3856,1678,0,544,0,0,0,0,18182,42402,0,76890,586322,816332,216469,0,62104,0,0,0,2696,729762,0,2786580,7580
2023-02-24,US,547478,2368,3864,1404,0,275,0,0,0,0,14550,44826,0,78194,665888,799518,211692,0,30906,0,0,0,2264,670550,0,2813072,6488
2023-02-25,US,116436,1744,2722,350,0,0,0,0,0,0,2962,24920,0,62698,455794,544492,45065,0,0,0,0,0,998,350558,0,3267436,4000
2023-02-26,US,102689,2228,3452,252,0,301,0,0,0,0,2812,22842,0,43620,595806,657602,33562,0,30726,0,0,0,926,334584,0,2323608,4354
2023-02-27,US,613782,3318,5372,2250,0,288,0,0,0,0,45578,42806,0,87766,913308,1050136,207660,0,31741,0,0,0,4468,677546,0,3344884,7398
2023-02-28,US,663945,3360,5928,1380,0,562,0,0,0,0,21180,55050,0,87122,1023888,1280220,217341,0,63736,0,0,0,2670,760338,0,3351544,7572
2023-03-01,US,626953,2782,4598,1568,0,548,0,0,0,0,22290,63852,0,122516,842110,1025930,221141,0,68684,0,0,0,2684,728520,0,3549770,7542
2023-03-02,US,617541,2768,4604,1590,0,272,0,0,0,0,21642,75948,0,89350,772200,1087068,214064,0,32355,0,0,0,2724,1210404,0,3138168,7530
2023-03-03,US,538408,2408,3994,1494,0,0,0,0,0,0,16268,64790,0,73134,691474,956598,213634,0,0,0,0,0,2326,677586,0,2574462,6458
2023-03-04,US,123914,821,2542,334,0,273,0,0,0,0,4198,37532,0,37780,219016,576020,43630,0,37505,0,0,0,1108,340006,0,1998434,3924
2023-03-05,US,92819,2072,1695,252,0,0,0,0,0,0,3652,39912,0,32988,567260,369351,31473,0,0,0,0,0,976,327632,0,1662062,4734
2023-03-06,US,617700,3200,5082,1540,0,578,0,0,0,0,41232,77108,0,64922,926582,1106764,205171,0,74994,0,0,0,3758,711772,0,2236998,10254
2023-03-07,US,581297,3350,5834,1262,0,0,0,0,0,0,17466,79616,0,70354,974136,1321198,214692,0,0,0,0,0,2710,722316,0,2396004,12898
2023-03-08,US,657287,2732,4672,1568,0,0,0,0,0,0,33872,84976,0,57816,777606,1105388,215427,0,0,0,0,0,4286,710886,0,2179584,7504
2023-03-09,US,619619,2776,4338,1590,0,0,0,0,0,0,16708,77350,0,54392,819648,1035770,220239,0,0,0,0,0,2562,705314,0,2063870,7178
2023-03-10,US,534487,2384,4124,1494,0,546,0,0,0,0,18030,66102,0,66654,640398,984764,208804,0,58640,0,0,0,2326,660000,0,2288366,8874
2025-07-27,US,65314,0,2612,554,0,2378,210,0,0,0,2358,16244,907,15296,0,529694,83637,0,57178,236,0,0,432,66776,34993,479238,622
2025-07-28,US,534914,0,6674,1798,0,760,105,0,0,0,9494,38380,1678,25118,0,1524918,400956,0,20444,135,0,0,1316,108042,54922,829234,2716
2025-07-29,US,634197,0,5212,1894,0,2952,0,0,0,0,8206,47634,1742,29684,0,1401294,415974,0,102314,0,0,0,1478,120038,87540,855930,2748
2025-07-30,US,667999,0,2539,1858,0,5910,97,0,0,0,8548,43204,1224,33532,0,670858,419194,0,180524,111,0,0,1422,112084,41521,865716,2894
2025-07-31,US,640579,0,5090,2570,0,4416,96,0,0,0,8964,37590,1485,28918,0,1333222,409317,0,137508,133,0,0,1368,105996,37437,868784,2830
2025-08-01,US,523379,0,4038,1884,0,4722,194,0,0,0,6458,33596,1051,24804,0,980192,400496,0,153942,274,0,0,1172,97982,30978,731978,2412
2025-08-02,US,91330,0,1244,704,0,4420,99,0,0,0,3024,17050,0,13322,0,244359,227861,0,119398,131,0,0,554,73518,0,496138,1288
2025-08-03,US,72637,0,1060,588,0,6136,105,0,0,0,2204,17410,0,14766,0,222094,85603,0,162866,143,0,0,542,76968,0,488592,1474
2025-08-04,US,630002,0,5880,1910,0,2414,104,0,0,0,6482,39380,1353,26844,0,1450442,398750,0,85894,139,0,0,1202,119876,31516,840086,2728
2025-08-05,US,659029,0,6606,2102,0,342,218,0,0,0,6938,46906,2504,37390,0,1556934,420401,0,10482,230,0,0,1390,129256,80482,964364,2984
2025-08-06,US,643769,0,5408,2054,0,1964,218,0,0,0,7950,44666,1213,37834,0,1307868,414210,0,65952,220,0,0,1374,132090,33027,1008262,2902
2025-08-07,US,582283,0,6136,3092,0,3890,106,0,0,0,7188,45206,0,39964,0,1403796,409132,0,140718,111,0,0,1204,127154,0,1071182,2598
2025-08-08,US,523500,0,5658,2008,0,3798,0,0,0,0,6322,37898,569,31480,0,1312966,396932,0,118910,0,0,0,1046,112372,14035,867082,2196
2025-08-09,US,94008,0,2892,694,0,3482,112,0,0,0,2554,16382,467,18640,0,578782,215846,0,93202,128,0,0,558,73736,42766,614826,1374
2025-08-10,US,84510,0,2660,586,0,4326,244,0,0,0,2602,14858,0,21384,0,498326,91215,0,109728,240,0,0,494,67252,0,651218,1520
2025-08-11,US,564392,0,6646,1944,0,4192,119,0,0,0,6850,39516,1692,36860,0,1428592,236037,0,120190,118,0,0,1310,106688,94358,1046928,2830
2025-08-12,US,684363,0,6606,2088,0,4870,116,0,0,0,7260,50288,1030,36104,0,1523848,231649,0,149356,111,0,0,1344,129476,28939,996008,3168
2025-08-13,US,678596,0,4824,2048,0,3102,118,0,0,0,7536,47342,1061,33534,0,1170060,229022,0,87754,124,0,0,1410,120308,37832,989406,2840
2025-08-14,US,572530,0,5002,3092,0,2534,115,0,0,0,6964,39368,1063,31886,0,1197022,216363,0,72924,105,0,0,1280,110846,48739,930652,2766
2025-08-15,US,481170,0,4246,2008,0,2402,222,0,0,0,6866,32234,636,26776,0,1035992,208789,0,69290,268,0,0,1070,89774,36774,871270,2298
2025-08-16,US,79538,0,1162,694,0,2386,117,0,0,0,2584,18872,846,25588,0,243143,192362,0,60822,113,0,0,514,62026,51290,717894,1342
2025-08-17,US,68087,0,994,584,0,1826,258,0,0,0,2334,14890,409,22040,0,214310,72264,0,40304,254,0,0,546,50258,23092,684382,1364
2025-08-18,US,646684,0,5442,1942,0,430,126,0,0,0,7520,36790,2084,34918,0,1424188,207133,0,9160,101,0,0,1304,92128,112034,1039350,2614
2025-08-19,US,644127,0,5932,2082,0,0,120,0,0,0,8008,38826,1230,39896,0,1465242,298561,0,0,129,0,0,1454,103208,49795,1074688,3000
2025-08-20,US,721537,0,5598,2044,0,2250,120,0,0,0,7554,49716,2576,29614,0,1347398,241300,0,89544,157,0,0,1352,121038,103902,937336,2964
2025-08-21,US,678252,0,6040,3072,0,2024,0,0,0,0,7714,49604,2808,32394,0,1385362,228443,0,73634,0,0,0,1376,131914,101574,1012030,2862
2025-08-22,US,560455,0,4524,2014,0,1093,114,0,0,0,6202,32782,1326,34328,0,1047534,215887,0,40479,109,0,0,1090,99718,48193,1008064,2356
2025-08-23,US,85934,0,1782,680,0,2360,126,0,0,0,2390,20402,596,22502,0,374438,220007,0,77068,100,0,0,524,69118,24290,717536,1300
2025-08-24,US,80569,0,723,578,0,2820,258,0,0,0,2412,18080,398,23828,0,157057,77412,0,86198,224,0,0,518,61494,22435,764962,1442
2025-08-25,US,616507,0,4098,1914,0,2664,254,0,0,0,6940,39628,1315,43834,0,1061132,219272,0,94266,256,0,0,1242,108092,52838,1157112,2760
2025-08-26,US,658203,0,4160,2022,0,2670,250,0,0,0,7514,51240,1254,44250,0,1074866,237491,0,96180,216,0,0,1386,134352,52030,1255532,2854
2025-08-27,US,634045,0,4066,2020,0,3212,250,0,0,0,9160,48864,1665,43452,0,1061586,231577,0,106994,212,0,0,1454,130332,61849,1243556,2770
2025-08-28,US,630028,0,1876,3084,0,3430,126,0,0,0,6330,40636,0,42844,0,465447,219107,0,116606,95,0,0,1274,119510,0,1180544,2952
2025-08-29,US,525515,0,3210,2030,0,3290,118,0,0,0,4886,29030,2512,31780,0,802024,209911,0,109042,86,0,0,1088,93700,122128,909422,2444
2025-08-30,US,85813,0,885,694,0,2744,124,0,0,0,2178,17556,0,18764,0,180241,185264,0,80922,104,0,0,438,69058,0,667342,1362
2025-08-31,US,57910,0,1012,562,0,1950,131,0,0,0,1952,14522,810,18696,0,208954,66371,0,50974,114,0,0,450,67588,41607,654068,1324
,US,0,43170,9088,139,519505,63896,37298,101328,2833,6404,967,7542,96784,14900,16295627,1840408,,35662391,6710487,25632,62524,843338,327,87411,4413326,638031,1572
2024-02-01,US,649214,1694,1856,1592,819,0,0,0,0,0,6394,34560,3722,37776,1332874,482050,487151,72329,0,0,0,0,1162,98974,204110,1288074,3748
2024-02-02,US,542282,1694,2240,1316,838,0,0,0,0,0,6348,28320,3420,35042,1117580,569568,476142,76399,0,0,0,0,1154,73866,217208,1275164,3202
2024-02-03,US,107862,820,1724,464,0,0,0,0,0,0,2454,17494,1484,20890,520190,372510,123403,0,0,0,0,0,622,66314,96867,1049176,1682
2024-02-04,US,87631,1718,930,366,948,0,0,0,0,0,2310,19282,3210,20932,1217598,203968,84733,79186,0,0,0,0,660,65052,165322,1004800,1522
2024-02-05,US,631824,846,2600,1428,924,0,0,0,0,0,9812,37142,4008,40094,543636,691890,448943,82653,0,0,0,0,1568,84018,178406,1340150,3732
2024-02-06,US,665948,1620,2206,2030,902,0,0,0,0,0,8972,35420,3490,42730,872540,602648,477200,75192,0,0,0,0,1602,81728,160194,1443144,3924
2024-02-07,US,670519,1666,2046,1612,1760,0,0,0,0,0,9390,38434,1849,42556,856068,479836,494461,188254,0,0,0,0,1604,95052,91064,1388678,3928
2024-02-08,US,725000,1686,2370,1592,875,496,0,0,0,0,8936,41166,4562,38130,823844,506352,488090,84482,20085,0,0,0,1628,95502,197210,1258254,3754
2024-02-09,US,609064,1450,1980,1316,1560,0,0,0,0,0,8384,36396,2061,25370,780704,444518,467285,149998,0,0,0,0,1336,95880,84034,965560,2758
2024-02-10,US,120617,0,1446,464,695,0,0,0,0,0,3108,23688,1516,15152,0,235516,123181,53351,0,0,0,0,690,89674,66454,713636,1360
2024-02-11,US,79950,1348,1412,366,1478,0,0,0,0,0,2348,21562,3428,12508,784608,236218,80228,128130,0,0,0,0,540,84708,146478,668140,1280
2024-02-12,US,618275,1684,2578,1428,713,520,0,0,0,0,11518,42266,6312,35030,927778,662666,453984,70859,19419,0,0,0,1598,113604,248192,1092806,2638
2024-02-13,US,655944,1598,3004,2030,1438,0,0,0,0,0,12764,47340,2379,40700,882160,668456,491504,133300,0,0,0,0,1746,111800,93596,1277154,3596
2024-02-14,US,606826,841,4014,1612,622,491,0,0,0,0,12732,46676,4206,34660,416761,761058,480923,67079,21977,0,0,0,1646,102846,182264,1086976,3400
2024-02-15,US,650971,1690,4334,1592,729,0,0,0,0,0,12812,48490,3768,35224,852784,801578,490011,62960,0,0,0,0,1638,86952,149974,1164736,3568
2024-02-16,US,565807,1684,1963,1316,735,0,0,0,0,0,9414,42912,1697,28430,776692,336259,482373,58545,0,0,0,0,1446,82016,64060,1029226,3374
2024-02-17,US,133664,588,1572,464,0,0,0,0,0,0,3124,23504,1329,19410,318109,208096,128644,0,0,0,0,0,778,74932,57117,833674,1718
2024-02-18,US,87157,683,1692,366,788,0,0,0,0,0,2628,23910,1752,18814,366702,207734,85845,86425,0,0,0,0,804,74810,107786,818248,1724
2024-02-19,US,521169,1684,2259,1428,0,0,0,0,0,0,9622,40852,2824,30580,874584,378820,445849,0,0,0,0,0,1368,96554,133548,1059466,3252
2024-02-20,US,618724,1666,4290,2030,662,0,0,0,0,0,12762,56428,4230,36342,986522,845304,506130,60801,0,0,0,0,1496,109846,162984,1169216,3918
2024-02-21,US,658659,1684,3998,1612,0,0,0,0,0,0,12572,54220,3668,33994,841394,724078,509151,0,0,0,0,0,1460,101128,153984,1098548,4192
