DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_EMAIL,AD_COST_USD_PAID_SOCIAL,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_PAID_DISPLAY,REVENUE_NET_USD_PAID_DISPLAY,REVENUE_NET_USD_EMAIL,REVENUE_NET__USD_PAID_SOCIAL,REVENUE_NET_USD_SEARCH_BRAND,REVENUE_NET_USD_SEARCH_NON_BRAND,REVENUE_NET_USD_SEARCH_SHOPPING
2024-05-04,US,84243,1365,428,1088,3070,17096,23256,131653,550,10942,926,4568,5375,10158
2024-05-05,US,69338,2756,342,1147,3212,17380,22490,255902,2083,6802,349,1935,7859,4470
2024-05-06,US,460367,4973,1292,2781,12322,39080,40020,866864,1411,52256,862,12387,16494,10871
2024-05-07,US,553495,4154,1788,2668,12606,42284,38554,784025,3286,42186,1154,17233,11668,7014
2024-05-08,US,603277,4538,1414,2931,14264,41514,36394,782836,3247,54283,895,19864,23224,13267
2024-05-09,US,594783,4737,1736,1073,12416,38634,29794,801196,5828,61459,1057,18513,17263,14703
2024-05-10,US,517313,4353,1256,2667,9588,28918,23984,670735,2581,47247,1546,16247,15939,17001
2024-05-11,US,80633,2794,428,1061,2984,16024,16714,263276,892,10902,650,7770,6342,5144
2024-05-12,US,47599,1687,342,1009,1786,12902,16522,186681,1495,8258,317,1219,5922,5189
2024-05-13,US,492660,5640,1292,1654,11296,39262,31136,987886,1711,51918,802,16541,25809,10523
2024-05-14,US,579206,4644,1788,1757,12452,43064,35094,873054,2502,58851,1040,22000,22482,15086
2024-05-15,US,595795,4838,1414,1051,12190,48360,31432,857938,1539,46910,1031,25780,23316,8368
2024-05-16,US,584162,4691,1736,1058,13118,47880,27908,748260,1523,49303,1182,14755,21897,9713
2024-05-17,US,451900,3777,1256,1544,9298,36598,25312,561770,5109,42024,1134,9518,19226,11745
2024-05-18,US,74053,1630,428,3708,3652,19926,17800,205852,712,9443,1593,4162,5559,6005
2023-04-16,US,81640,4895,260,0,2440,24052,45762,1031858,3219,3725,0,7250,5365,9322
2023-04-17,US,577874,7606,1546,574,14700,53958,81218,1629902,4908,32599,833,24295,18247,29155
2023-04-18,US,688336,8850,1790,280,18556,63232,88822,1937450,2917,32225,422,35828,19133,26739
2023-04-19,US,671628,5141,2252,552,16852,62484,91422,1212199,5146,35208,771,26115,17902,32189
2023-04-20,US,616162,6682,1450,272,14404,54346,114570,1597972,3893,47699,165,25355,11580,22107
2023-04-21,US,510166,6228,1380,273,10960,39934,70014,1435322,3526,38296,393,25384,18635,24163
2023-04-22,US,96800,3478,368,542,1968,19678,43826,715742,3605,9129,332,4160,8082,13395
2023-04-23,US,83058,5586,260,280,1976,21612,43488,1203954,2507,9614,133,3223,10167,13733
2023-04-24,US,591607,7810,1546,0,14838,45458,75164,1608346,3615,36652,0,25341,28601,24439
2023-04-25,US,684354,8200,1790,0,15856,49558,74462,1819206,5924,41531,0,37523,27522,21877
2023-04-26,US,664591,5730,2252,279,14348,45060,75614,1239789,3698,46956,111,26578,21384,29606
2023-04-27,US,599578,7184,1450,274,13632,37380,64748,1710958,4895,35568,198,25089,25308,25369
2023-04-28,US,478217,6238,1380,273,11444,29270,55806,1425002,3587,36527,92,24221,10736,22721
2023-04-29,US,94379,2995,368,277,2720,16318,33936,707413,1301,6160,366,9272,8163,17305
2023-04-30,US,92930,5088,260,298,2334,18088,43194,1106081,3670,6733,258,4324,9134,11445
2023-05-01,US,524330,7840,1328,286,11542,37570,66038,1848682,2748,40025,151,22105,13951,22707
2023-05-02,US,589742,8364,1768,562,13962,38206,75810,2013292,4446,41665,392,30417,13073,32134
2023-05-03,US,674756,7386,1660,0,14642,48018,79000,1800152,8949,42890,0,31918,25231,43191
2023-05-04,US,515816,3247,1650,544,12792,42382,75258,801239,354,36801,396,13110,6246,8782
2023-05-05,US,559428,6464,1144,546,10110,37874,62654,1566668,1416,38228,531,12660,7504,13788
2023-05-06,US,99453,4488,340,0,2316,18072,34270,950910,2464,8661,0,6894,4684,9272
2023-05-07,US,73168,5518,278,298,2024,18126,29430,1222776,852,6378,231,4945,5170,8720
2023-05-08,US,531382,8232,1328,572,20950,42072,55094,1935546,2543,21666,404,20118,11027,18904
2023-05-09,US,648507,7187,1768,279,12786,45562,70530,1659853,4508,39255,260,31079,18535,23200
2023-05-10,US,650498,6578,1660,275,10562,44610,65482,1501660,3215,27889,242,26280,16700,28797
2023-05-11,US,615142,6590,1650,273,12168,46884,61454,1623570,7384,34210,110,20245,24555,24026
2023-05-12,US,533489,5622,1144,273,9744,32628,59312,1318346,2844,29709,903,20464,13629,18983
2023-05-13,US,86399,1801,340,0,2348,14364,33704,438427,798,6096,0,7313,6973,7271
2023-05-14,US,58653,3662,278,299,1286,11372,32696,881825,762,4672,190,3374,2712,8822
2023-05-15,US,562440,7668,1328,288,9042,33118,69362,1762206,6106,37143,296,24645,14662,29424
2023-05-16,US,661799,7964,1768,280,20256,38764,61368,2132466,7669,36682,163,34201,17068,23623
2023-05-17,US,591878,4207,1660,275,14616,40030,63754,1130033,3475,32299,133,36771,16126,26222
2023-05-18,US,595633,6320,1650,546,12178,36770,66372,1660090,4173,29875,610,29375,20341,18461
2023-05-19,US,535027,5776,1144,256,8424,32602,46438,1411822,2947,40447,299,23780,17392,21969
2023-05-20,US,67419,3682,340,290,2128,14882,30970,809202,2941,5202,236,4634,4686,10040
2023-05-22,US,535202,7022,1328,280,11676,37324,50842,1488326,5646,32641,155,26927,17021,30529
2024-03-08,US,522103,3706,1474,968,11140,43650,35736,1027264,1748,50200,412,19863,17155,13544
2024-03-09,US,126114,1701,456,1556,4046,22662,25506,419942,1857,26816,456,8029,7141,10117
2024-03-10,US,78813,3134,360,1594,3218,20184,23492,526592,2557,10910,1382,3902,9318,5103
2024-03-11,US,540053,4954,1654,2018,12036,49342,48186,1233247,5845,50153,1031,10874,15673,12835
2024-03-12,US,649731,4682,1506,499,12028,54546,43978,1328796,3960,54971,165,16380,26309,20793
2024-03-13,US,600992,4290,1358,2292,12870,45874,45332,1037378,4114,61303,843,26431,20631,16285
2024-03-14,US,579204,5210,1824,2244,11896,46522,43306,1385744,4196,45323,1693,28076,21634,13599
2024-03-15,US,499389,5214,1474,2085,10200,41190,35368,1322124,4681,46080,507,21892,15213,8662
2024-03-16,US,108414,3580,456,2280,4170,20298,20792,745982,4957,20860,593,7344,10215,5595
2024-03-17,US,113564,3374,360,1737,3318,17990,21350,664334,4459,10385,1206,5353,16190,6244
2024-03-18,US,511616,5498,1654,2871,14550,46576,41900,1437360,5045,40992,1400,18529,17395,22002
2024-03-19,US,647761,4200,1506,1944,13810,48730,57412,1116776,3803,48755,659,18966,29526,22112
2024-03-20,US,681759,4904,1358,2574,14628,47990,49836,1256374,3608,60665,1053,22539,25971,13969
2024-03-21,US,648606,5396,1824,2880,13294,47234,48118,1396932,6715,64917,1915,22030,26777,20514
2024-03-22,US,607973,4914,1474,2486,11858,41846,34258,1189292,3128,70636,980,28181,22053,16776
2024-03-23,US,124415,2037,456,2552,3100,23832,21000,424141,1072,22783,1704,6996,8899,13098
2024-03-24,US,93730,3472,360,2796,3358,21170,18630,631335,965,15622,1361,9157,4932,3799
2024-03-25,US,641913,4849,1654,13,13390,44782,38556,1205306,4134,61380,673,19214,17823,9690
2024-03-26,US,607582,4579,1506,0,13956,49536,36170,1297194,772,54152,160,16859,28379,13117
2024-03-27,US,647130,4224,1358,0,13046,45700,37436,1294879,3932,58880,0,24628,30092,12480
2024-03-28,US,548666,3500,1824,0,11624,43664,33632,862796,4373,45042,623,25374,24947,12866
2024-03-29,US,406270,3702,1474,0,8870,29024,21218,965812,2089,50361,0,19220,16130,12341
2024-03-30,US,83975,1563,456,0,2604,15776,14802,457162,1495,21789,0,5564,3704,5811
2024-03-31,US,63875,1790,360,0,2118,13408,13806,397202,2046,7991,0,7165,5174,4590
2024-04-01,US,519308,4270,1356,0,10906,41258,34120,1135738,1168,50049,0,14018,17567,10785
2024-04-02,US,584096,4736,1872,0,12398,47480,44408,1406528,3440,65962,1375,17605,24253,13463
2024-04-03,US,575749,3332,1330,0,11842,51158,44112,763296,1078,59205,0,26376,20768,11332
2024-04-04,US,575710,2861,1882,0,11062,51180,39764,828723,1410,38917,0,22422,21229,21942
2024-04-05,US,503475,4368,1174,2388,10102,41048,28404,1132332,1774,68345,947,20611,21983,11440
2024-04-06,US,107734,2929,424,4023,2992,22988,21180,661091,1521,13905,2483,6103,14615,11333
2024-04-07,US,76106,1737,362,3533,2674,20926,20074,394322,883,7977,1701,5006,5507,7651
2024-04-08,US,482097,5470,1356,2724,12074,41268,30976,1483386,2261,44349,1353,16222,21865,12349
2024-04-09,US,618684,4494,1872,1991,12800,55140,44844,1137403,2881,57830,1586,25411,29148,15206
2024-04-10,US,696982,4372,1330,2607,14848,55818,40222,924120,2546,58452,1577,34745,30193,14044
2024-04-11,US,627031,5126,1882,1902,12836,57528,32742,1039858,2001,54042,1615,28844,25310,14812
2024-04-12,US,602500,5092,1174,2850,12948,46142,27326,1051774,1657,39576,2660,14824,27090,10569
2022-07-01,US,387224,1900,1292,473,18216,17126,6680,536273,812,21096,158,24044,6306,8251
2022-07-02,US,64608,772,338,478,4544,8738,2784,166920,157,4977,119,8252,1081,2798
2022-07-03,US,49517,1401,254,506,3132,9692,3266,742444,753,2652,108,5341,1240,3375
2022-07-04,US,75814,2047,260,0,4962,11250,5012,1060967,868,14328,0,5396,1774,4845
2022-07-05,US,407333,3262,1234,0,25418,25500,12036,1112556,1069,36893,0,19440,4074,8284
2022-07-06,US,479195,4552,1692,470,27276,21152,3536,1089495,1301,27222,116,20591,7915,13168
2022-07-07,US,486343,4514,1368,468,22034,22912,3278,1152646,1716,23257,102,25272,5805,8289
2022-07-08,US,402665,3333,1292,0,19056,16118,3226,761678,2689,34278,0,28874,7204,5601
2022-07-09,US,67801,1403,338,465,5662,8376,946,342181,1138,6792,113,4893,2857,4359
2022-07-10,US,55295,335,254,498,5706,9238,862,171440,130,3818,331,6109,3435,3895
2022-07-11,US,386584,3680,1464,501,23974,21254,4016,1096382,1785,39107,212,16880,6626,5030
2022-07-12,US,457224,3041,1234,482,34670,18858,8100,976238,1385,20118,116,30144,5176,15425
2022-07-13,US,470690,2843,1692,0,24502,20246,6090,734473,4520,34909,0,31261,6953,9343
2022-07-14,US,439631,5244,1368,470,18534,26548,12178,1125166,2627,25822,675,22396,5960,9572
2022-07-15,US,431092,2298,1292,948,14290,20582,13050,468394,4344,61734,241,21111,8309,11871
2022-07-16,US,63487,707,338,467,5418,12322,2312,174086,2074,8870,617,13373,2003,3072
2022-07-17,US,48107,408,254,0,6370,12338,3206,94699,728,8263,0,5909,2992,3493
2022-07-18,US,406767,912,1464,992,27278,23512,8138,223342,2587,29193,797,26216,6913,9488
2022-07-19,US,414586,186,1234,966,41130,24244,9648,58930,512,31288,544,20071,10580,13410
2022-07-20,US,501856,214,1692,475,17366,26578,11268,70778,688,41393,114,29782,11479,7454
2022-07-21,US,457532,633,1368,469,16884,23414,6308,133808,1989,37292,152,23816,9404,12733
2022-07-22,US,456771,208,1292,467,21526,18420,6146,73671,959,42168,213,23446,13589,11779
2022-07-23,US,78041,408,338,924,6536,10512,3530,111231,421,10089,186,6815,3873,4341
2022-07-24,US,68811,820,254,1012,6964,11354,3548,235332,1745,8573,713,6031,3206,4431
2022-07-25,US,417656,1740,1464,491,18034,23946,6972,502931,1296,45109,99,29684,13535,9978
2022-07-26,US,506175,1072,1234,483,20952,22648,6390,233038,938,37467,641,33360,13177,11826
2022-07-27,US,509355,1323,1692,944,23256,21982,6742,333495,1654,53135,346,32755,8847,12563
2022-07-28,US,461279,1538,1368,471,16870,22320,6062,421602,947,37345,582,26212,7642,10208
2022-07-29,US,359739,1344,1292,0,15154,19836,5224,352500,933,30536,0,24192,7245,7890
2022-07-30,US,75959,496,338,994,4990,10992,3040,102322,1261,9344,347,10880,4131,3543
2022-07-31,US,74021,797,254,1020,4936,11040,2922,237000,1963,7883,317,5458,8191,4349
2022-08-01,US,414696,2426,2022,1002,21754,23688,5436,852392,1672,31344,2090,25570,8046,9164
2022-08-02,US,502360,1900,1874,968,11190,25344,6088,585228,2926,50670,634,27784,8916,11312
2022-08-03,US,507722,1742,2194,472,16718,24468,6716,589762,1606,46759,570,31807,14737,12617
2022-08-04,US,483005,1258,1732,938,14626,23262,12504,343738,4478,44063,172,30786,10556,13906
2022-08-05,US,494334,1504,1748,465,13918,21286,12634,436948,2490,49743,93,25024,9886,17311
2025-06-21,US,62486,1886,282,172,1972,7810,8612,384974,691,8807,1793,3479,6060,2736
2025-06-22,US,47881,758,460,194,1760,7240,8434,168310,195,7124,1573,1863,8728,4192
2025-06-23,US,471109,3982,2536,191,5126,20874,15312,1062118,1448,40699,851,15855,14252,22505
2025-06-24,US,461260,3712,3412,130,5766,25388,16986,988876,1630,52372,1063,12209,17080,5443
2025-06-25,US,394566,3680,1942,791,6014,26592,17810,948046,758,46900,3501,10423,15253,5750
2025-06-26,US,447441,3752,2512,964,5444,25358,16730,928294,3729,42670,1870,14560,24331,10715
2025-06-27,US,390268,3408,2132,1034,4458,20042,14872,819456,1881,40956,2241,9308,14102,11039
2025-06-28,US,88957,1760,282,967,1790,9506,9568,368050,497,12279,1814,7762,17072,4640
2025-06-29,US,47930,2634,460,977,1882,8862,10056,640646,746,4858,2685,4958,6912,2269
2025-06-30,US,425726,9744,2536,790,4800,19404,18294,3070644,568,43084,1229,18062,11673,9956
2025-07-01,US,464357,10678,1794,916,5526,22466,19946,3390684,3846,44747,4679,16796,13107,11905
2025-07-02,US,404324,5642,1874,1154,5172,25878,20356,1628786,2780,44838,2359,17926,20245,9817
2025-07-03,US,351128,3882,2670,1189,4408,16586,14618,1029892,4621,40281,895,10838,13876,7019
2025-07-04,US,55907,957,820,1185,1880,5588,5900,201818,1097,14450,4103,9015,2592,4281
2025-07-05,US,46774,808,658,1143,1570,8578,8142,164622,137,9149,3375,2720,3571,3273
2025-07-06,US,50500,1558,562,1229,2670,8200,11362,329884,1431,17799,1649,3107,5909,3462
2025-07-07,US,417876,4562,1786,1269,6310,23556,21752,1223792,1875,47750,2126,12627,17510,12392
2025-07-08,US,446915,2671,1874,1360,6114,29816,22912,644504,1498,47796,3213,14534,20203,11755
2025-07-09,US,455145,5656,1866,1601,6694,27632,25880,1341938,2272,46346,1677,13693,19882,8833
2025-07-10,US,460694,2771,2662,2136,6282,24276,22846,675684,1962,59695,1803,12839,20244,13226
2025-07-11,US,389956,4508,1924,2274,4986,17566,21040,1046810,1926,46175,1685,23603,15806,8327
2025-07-12,US,75271,2412,718,2146,2282,8520,12502,496308,1831,15788,1904,5159,6801,6658
2025-07-13,US,56196,1058,560,4566,2292,9076,12876,212478,731,6814,1806,4213,11742,6114
2025-07-14,US,464885,5478,1786,6384,6656,27588,25124,1450522,1674,53307,2448,14758,19020,11287
2025-07-15,US,521187,6000,1874,7108,7918,32844,28808,1518018,4210,64217,3779,20210,36635,11389
2025-07-16,US,487807,2506,1862,5411,7682,37186,25938,635724,2265,42555,2759,15581,25839,14537
2025-07-17,US,544375,6842,2658,4784,7896,30064,22764,993508,3957,45142,2044,24143,24703,11736
2025-07-18,US,474566,1820,1920,5098,5758,26654,21358,467680,962,50436,3132,9136,15756,9425
2025-07-19,US,77064,411,716,2798,3376,11056,10836,99498,1007,12098,3876,6690,10079,4340
2025-07-20,US,60089,363,558,2758,2742,11344,11952,87926,1519,13494,3053,3196,3091,5189
2025-07-21,US,591105,2622,1764,2736,7676,32218,23072,707224,986,47329,2664,18160,22053,10233
2025-07-22,US,583138,3098,1880,2478,6856,44334,29708,791870,1682,50282,3679,15109,20597,16474
2025-07-23,US,649951,3978,1822,1679,8344,44838,28804,1022144,3424,44193,4700,19929,42191,14718
2025-07-24,US,594626,4094,2658,1904,8178,43214,26378,980220,1961,35615,3141,15166,27379,10466
2025-07-25,US,477237,4422,1894,2364,5102,36804,23852,1061094,2720,46154,2993,12352,22342,10693
2025-07-26,US,96553,2620,694,2107,2282,17182,14110,532072,1185,12830,2359,4001,7016,4429
2024-10-11,US,612144,1432,2054,14374,8980,37532,36126,244063,1169,40511,5093,12511,16421,10305
2024-10-12,US,160675,1123,706,14312,2934,20980,28036,126107,830,12600,2724,5935,8046,8568
2024-10-13,US,74354,2234,686,15300,2974,23422,20852,257330,1904,5395,5478,4776,5557,3790
2024-10-14,US,601154,3020,2420,15960,10118,47542,35368,619890,1941,52343,4355,13313,14275,11549
2024-10-15,US,688526,5616,2840,16154,12418,53728,38432,1152782,2452,63890,3359,14603,18247,14652
2024-10-16,US,710821,4277,1930,16984,12758,55006,40782,796851,5101,65642,2482,19872,20057,12400
2024-10-17,US,660431,4876,3232,16404,12160,52120,38682,879082,2452,65922,4597,13975,29735,11139
2024-10-18,US,683786,4404,2054,17444,8224,39490,41620,712526,1963,57380,3850,10887,22425,14334
2024-10-19,US,116442,1350,706,16310,2822,18252,24938,147036,926,10219,7099,5194,4656,8064
2024-10-20,US,90337,1497,686,17982,2284,23878,20844,162530,1224,15007,4218,2956,4676,6121
2024-10-21,US,649738,4376,2420,17654,8460,55976,43504,746192,3201,44237,4919,12194,18295,12806
2024-10-22,US,704577,4848,2840,17288,10094,59564,43018,851282,4211,48723,4142,18466,25321,15669
2024-10-23,US,769887,3162,1930,17682,12794,61194,52138,562363,2992,54381,4843,13087,27408,10969
2024-10-24,US,731817,4100,3232,18164,10682,52358,52436,692866,2840,60580,5876,16645,16524,15872
2024-10-25,US,610091,5246,2054,17954,7970,42414,40858,899492,7921,44481,3613,11523,19289,15080
2024-10-26,US,167508,3694,706,18174,3168,22290,25556,784410,3669,11344,3731,3231,9563,8726
2024-10-27,US,97745,1836,686,19422,1362,23780,26116,343141,320,5776,2355,3748,5029,6895
2024-10-28,US,724872,3248,2420,19114,11218,51424,42916,864874,1868,68826,4371,13830,25320,13073
2024-10-29,US,816917,4913,2840,19016,10210,59796,52878,1192883,2288,70060,5117,15237,29923,15789
2024-10-30,US,757977,2565,1930,18756,9924,62094,57628,892794,1319,102676,3515,19284,26680,18249
2024-10-31,US,677334,4928,1836,18916,9122,58006,43518,1351808,4960,56261,6655,13012,25968,14715
2024-11-01,US,530360,5316,1950,17640,7468,47760,31248,1461792,2135,52262,5321,10097,19998,12902
2024-11-02,US,202229,3286,962,17866,2794,27382,25796,485949,1737,11447,7303,7338,10109,6187
2024-11-03,US,97040,3346,800,19680,3542,26538,27858,391396,586,20505,6345,6323,7046,7755
2024-11-04,US,621845,6640,2366,19346,10596,55308,49362,2010440,4110,65514,3635,13062,24340,12686
2024-11-05,US,636930,5099,2442,18986,10014,64592,55666,1316842,3880,47059,5035,13701,20277,21526
2024-11-06,US,744478,4560,2598,17692,8860,71824,59220,1584497,4078,69046,2125,16634,19282,14807
2024-11-07,US,734701,4324,3022,18308,11094,72350,74122,1003130,3777,59189,3335,12795,32128,19533
2024-11-08,US,660444,4462,2262,17120,9004,53170,58442,870297,2969,53863,4014,13395,25339,18777
2024-11-09,US,110339,2695,1126,18790,3038,30780,38836,485903,1208,16886,1771,5806,7312,7263
2024-11-10,US,101019,341,834,19526,3162,26926,46102,445727,1030,19214,2508,6989,7714,7936
2024-11-11,US,549059,4506,2466,22262,10582,64052,69534,1030276,1668,43338,2492,13234,35866,15446
2024-11-12,US,664954,2147,2546,18162,10910,75966,66528,304637,2131,70445,4578,25211,40808,14973
2024-11-13,US,700797,3840,2706,17546,11426,81200,44108,501068,1122,81048,2513,22420,35418,12530
2024-11-14,US,691912,6114,3148,18318,13186,81908,72332,1282020,2549,65976,2945,30626,28904,16478
2024-11-15,US,696077,4462,2358,17580,8854,64604,48310,640624,6150,82445,5541,24974,38866,12828
2023-05-23,US,537568,7736,1768,288,11088,57858,55516,1795658,1780,34336,247,18706,15655,24579
2023-05-24,US,573281,6232,1660,0,23762,39418,55536,1520606,2104,38309,0,35525,18270,20243
2023-05-25,US,581990,6350,1650,271,14538,37236,69544,1530012,6582,37027,194,25007,21713,19364
2023-05-26,US,447285,3820,1144,0,8440,28992,42322,880452,1591,33324,0,16747,13164,17141
2023-05-27,US,81285,3200,170,263,2020,14998,24038,648275,1406,6107,210,4887,4380,14096
2023-05-28,US,56013,4962,278,0,1312,12456,29606,999736,1574,4621,0,2796,5361,9269
2023-05-29,US,72274,7276,724,285,2878,17590,31474,1436234,2297,7890,342,5522,5277,10600
2023-05-30,US,518372,7428,1768,277,12282,37546,55460,1519572,4699,29426,770,19303,15671,20658
2023-05-31,US,568206,524,1660,276,13914,37470,57374,318695,2543,39005,110,29517,15667,30884
2023-06-01,US,531512,7402,1628,0,10554,35286,57360,1670780,4159,32418,0,27253,13908,23674
2023-06-02,US,438351,775,1138,564,8942,27640,48036,177818,2787,25531,490,21003,16805,18719
2023-06-03,US,82816,273,282,262,2516,15084,33688,68916,563,12459,122,8958,7145,12067
2023-06-04,US,63243,394,234,288,2144,15386,53558,90371,224,4151,149,6532,5242,13218
2023-06-05,US,462949,1006,1792,298,13242,35582,84522,253824,1925,28813,83,31147,15683,26764
2023-06-06,US,524243,1366,1420,279,12378,38842,70342,366838,3141,41756,212,34830,21141,27244
2023-06-07,US,621970,1536,2018,452,12770,41916,68304,379414,4895,70602,378,31258,20118,26282
2023-06-08,US,560269,1339,1628,0,12666,39512,44408,330530,9071,46886,0,37531,17567,15634
2023-06-09,US,526157,1300,1138,0,10712,29630,37284,330900,3202,50539,0,25720,21090,25025
2023-06-10,US,75066,515,282,0,2534,17318,18422,113203,2383,7122,0,9180,7827,7751
2023-06-11,US,69041,1153,234,0,2402,20816,18546,272342,982,8742,0,10115,5523,10263
2023-06-12,US,553190,1668,1792,0,22570,44262,38994,410233,2862,45818,0,24716,17486,19067
2023-06-13,US,456153,1804,1420,0,16450,45756,43354,468610,3128,53905,0,28105,15068,26734
2023-06-14,US,682396,1271,2018,0,15010,38358,45002,336318,3172,46057,0,30469,18507,20480
2023-06-15,US,572926,1283,1628,0,12598,32412,40136,340750,5348,45029,0,38548,15271,16923
2023-06-16,US,403362,1249,1138,0,8722,26408,30934,335144,2601,38591,0,21182,14731,11795
2023-06-17,US,81058,783,282,0,2312,13978,19358,191721,2480,6015,0,9377,6397,11699
2023-06-18,US,44380,395,240,0,1870,11962,18340,100042,320,4374,0,3467,6769,3700
2023-06-19,US,429755,1530,1792,0,10856,31124,34802,396092,1294,30816,0,26934,12972,11773
2023-06-20,US,481007,1812,1420,0,12548,33136,36118,515716,1735,57322,0,28372,18784,14977
2023-06-21,US,532547,1588,2018,0,11128,26778,24532,469836,4708,30835,0,31392,12818,12278
2023-06-22,US,433651,938,1628,0,11536,26256,25818,287042,3095,28538,0,28822,15852,11061
2023-06-23,US,366895,889,1138,0,8198,17204,15702,286588,2877,35414,0,28553,9057,8784
2023-06-24,US,44866,126,282,0,0,0,1576,37560,111,9385,0,444,471,4364
2023-06-25,US,39611,1380,234,0,0,0,2558,366782,908,3921,0,101,428,2218
2023-06-26,US,408130,1006,1792,0,0,0,1992,268188,2794,40969,0,6210,839,13088
2023-06-27,US,426594,0,1420,0,0,0,2180,24,1802,34149,0,8903,5221,7441
2024-06-24,US,429508,3879,1386,1949,10430,39272,17032,695570,3059,46429,1311,16154,17374,9406
2024-06-25,US,477836,3488,1476,1976,8242,41438,18872,649513,3068,58049,1198,19314,24162,11424
2024-06-26,US,519830,4104,1332,1996,7986,37588,16858,763068,2079,54700,1638,25043,23927,8578
2024-06-27,US,403955,3284,2850,1916,7386,33398,10224,568758,3546,35775,2299,11436,11948,6379
2024-06-28,US,333045,1922,1276,1678,6006,29586,8788,381210,1428,32070,2370,15519,20868,4133
2024-06-29,US,66607,257,378,1540,2124,16578,7488,55800,436,6091,1744,5280,11330,2806
2024-06-30,US,45754,400,350,367,2186,15148,7786,94516,707,6220,3533,1741,7629,2429
2024-07-01,US,374951,3497,2354,1123,8120,35666,8996,711565,2088,32784,980,14576,25735,12911
2024-07-02,US,410229,3335,2722,3432,8846,38358,16644,810065,2201,30420,2352,11899,15892,10588
2024-07-03,US,252240,2828,1878,3260,7342,34284,15474,615444,3099,33440,2143,16647,15825,8631
2024-07-04,US,78243,1426,2576,2749,2730,14608,9576,198922,3333,14251,966,6862,7639,4261
2024-07-05,US,210494,1181,1888,3122,4226,24982,13594,209621,600,19761,1068,11259,5303,6342
2024-07-06,US,59842,2338,634,2138,2832,15452,12064,411008,1825,8532,1477,2237,6352,5967
2024-07-07,US,39718,2056,564,3096,4056,18220,13662,292270,3373,6055,727,2298,2525,3270
2024-07-08,US,374541,3994,2354,2957,12244,39354,29306,848017,1696,24180,2063,12992,19185,6353
2024-07-09,US,454988,3816,2722,3484,10356,49828,37218,862394,4560,52053,2980,18770,17452,12254
2024-07-10,US,465292,2944,1878,3624,10056,45382,35664,468080,1261,41698,2851,9489,13644,8672
2024-07-11,US,463512,1693,4130,2327,10772,46278,33484,311500,4309,36648,2082,22013,24852,15084
2024-07-12,US,409943,3062,1888,4528,9896,33128,29314,522664,1404,33358,1485,19688,15611,8445
2024-07-13,US,69098,2120,634,5486,4294,14790,19272,250166,423,10374,2519,4275,4975,4368
2024-07-14,US,54334,1195,564,4053,1901,15192,23036,172155,160,7766,1620,4097,7838,4246
2024-07-15,US,489073,2254,2354,5414,12758,35570,31696,503170,3187,49764,2846,15043,19639,17135
2024-07-16,US,550115,3109,2722,2668,11694,39506,33314,745984,3260,58195,1457,28271,21372,16080
2024-07-17,US,576203,3368,1878,5628,10896,38232,30242,640494,3028,45928,1262,21521,27548,14890
2024-07-18,US,556256,4156,4130,6740,12842,39104,32346,733944,3884,62995,4160,23696,20085,14956
2024-07-19,US,352450,2547,1888,6648,8032,32966,26824,498828,2805,46531,5106,23808,18538,7482
2024-07-20,US,106076,2668,634,6816,3278,17448,23058,384292,1700,9149,3968,4236,15792,12893
2024-07-21,US,61500,2004,564,4998,2824,15966,23732,238390,891,6542,2644,3551,4147,4849
2024-07-22,US,480532,2275,2354,6910,14006,39644,42316,446247,1390,28957,2936,25608,16768,18054
2024-07-23,US,646465,3644,2722,14,15264,46288,41896,758724,8079,48169,2026,18928,26535,11615
2024-07-24,US,549600,3862,1878,0,16316,47368,37752,769336,1529,49429,0,18045,17456,17528
2024-07-25,US,587057,3828,4130,1855,14598,44922,32994,714766,1525,52141,381,17863,20691,14021
2024-07-26,US,459280,2696,1888,7268,12036,33862,24554,602856,2166,46019,3380,16076,17823,6500
2024-07-27,US,99375,1211,634,8326,3464,17328,12628,224279,922,9647,5052,3906,7736,5885
2024-07-28,US,67064,2140,564,9100,3760,15910,13532,345386,1433,5926,4357,4819,4963,4600
2024-07-29,US,513438,3826,2354,8728,13260,39322,28288,925871,4374,39458,3073,17031,24416,9367
2025-03-05,US,752016,3746,2312,3166,13456,43374,48350,1370638,10459,96560,3808,33807,42271,18442
2025-03-06,US,684704,4020,3966,3230,12028,43830,46222,1294864,4066,69135,2637,28205,38919,15202
2025-03-07,US,551494,4814,1830,3138,9446,36658,31608,1453970,3718,56080,2753,17230,29052,19230
2025-03-08,US,133951,1265,804,2958,3692,23234,22174,307640,1897,19944,2243,5894,14854,14719
2025-03-09,US,78731,2688,590,2361,3998,18662,23256,638286,1344,9145,3748,3990,6617,9465
2025-03-10,US,587534,6068,1850,1980,3956,7448,3204,1746950,2860,60698,2397,18407,41229,14361
2025-03-11,US,628585,4050,1860,2548,11806,46022,67298,1300192,7429,66397,1838,18688,31723,20405
2025-03-12,US,649378,4098,2312,2328,10342,45328,69798,1268786,2127,74578,4220,22748,41032,30740
